bank_id,product_id,category_id,preprocessed,description
1,1,2,"  регулярный платёж   — сумма , которая нужно вносящие счёт , погашающие кредит установленный график . оформившие заевший тинькофф , возвращающие долг предстоящий регулярные платежи , равные сумма . подход упрощающий планирование бюджет , известно , сколько нужно заплатившие занявший каждый месяц . кредит , который возвращающийся равные сумма платежи , называющийся аннуитетный .   размер дата платежи указанные :   - кредитный договор - приложение тинькофф - личный кабинет сайт tinkoff.ru   списание :   ежемесячные платежи списывающиеся — карта , которая перечисленные кредитные средства . нужно лишь следящие , день регулярное платёж карта необходимая сумма . деньги внёсшие — банк списавший дата регулярное платёж . это происходящий конец день .","тинькофф|кредит под залог недвижимости|что такое регулярный платеж |**Регулярный платеж** — сумма, которую нужно ежемесячно вносить на счет, чтобы погашать кредит по установленному графику. 
Если вы оформили заем в Тинькофф, возвращать долг предстоит регулярными платежами, равными по сумме. Такой подход упрощает планирование бюджета, так как заранее известно, сколько нужно заплатить по займу каждый месяц. Кредит, который возвращается равными по сумме платежами, называется аннуитетным.

**Размер и дата платежей указаны:** 
- В кредитном договоре
- В приложении Тинькофф 
- В личном кабинете на сайте tinkoff.ru

**Списание:** ежемесячные платежи списываются автоматически — с карты, на которую были перечислены кредитные средства. Вам нужно лишь следить, чтобы в день регулярного платежа на этой карте была необходимая сумма. Деньги можно внести заранее — банк спишет их только в дату регулярного платежа. Обычно это происходит в конце дня.  |https://www.tinkoff.ru/bank/help/loans/nopledge/info/loan-payment/"
1,1,2,"определившие сумма регулярное платёж аннуитетный кредит , банк складывающий составляющие долг : сумма заём , проценты весь срок кредит стоимость дополнительные услуги , оформленные . полученный результат делящийся срок кредит пересчёт месяцы . найденная такой образ сумма — это ежемесячный платёж , который предстоящий вносящие график .   пример :   расчёт регулярное платёж кредит 300 000 ₽ , взятый 14 % 3 год платёж = ( < сумма кредит > + < проценты банк > ) / < срок месяцы > = ( 300 000 + 69 118 , 40 ) / 36 = 10 253 , 28   Важно :   банк округляющий ежемесячный платёж большая сторона десятки рубли ( например , 10 253,28 10 260₽ ) . деньги округление регулярное платёж банк берущий последнее платёж график , уменьшающие соответствующая сумма . финальный платёж отличающиеся остальные , — из‑з называющие корректировочный .","тинькофф|кредит под залог недвижимости|рассчет регулярного платежа|Чтобы определить сумму регулярного платежа по аннуитетному кредиту, банк складывает все составляющие долга: сумму займа, проценты за весь срок кредита и стоимость дополнительных услуг, если они оформлены. Полученный результат делится на срок кредита в пересчете на месяцы. Найденная таким образом сумма — это и есть ежемесячный платеж, который предстоит вносить по графику.

**Пример:**
Расчет регулярного платежа для кредита в 300 000 ₽, взятого под 14% на 3 года
Платеж = (<Сумма кредита> + <Проценты банка>) / <Срок в месяцах> = (300 000 + 69 118, 40) / 36 = 10 253, 28

**Важно:** Банк округляет ежемесячный платеж в большую сторону до десятков рублей  (например, с 10 253,28 до 10 260₽). Деньги для округления регулярного платежа банк берет из последнего платежа по графику, уменьшая его на соответствующую сумму. То есть финальный платеж может отличаться от остальных, — из‑за этого его еще называют корректировочным.|https://www.tinkoff.ru/bank/help/loans/nopledge/get-cash-loan/main-points/?card=q5"
1,1,2,"  актуальный график платежи доступный :   - приложение тинькофф - личный кабинет сайт tinkoff.ru .   посмотревшие дата следующее платёж кредит :   - приложение тинькофф главный экран : « кредит наличные » → « показавшие график платежи » блок ближайшие платежи ; - личный кабинет tinkoff.ru : « кредит наличные » панели счета → « график платежи » ; - позвонившие банк номер 8 800 333‑33‑33 сказавшие робот : « получившие график платежи кредит » .   списание регулярное платёж :   внёсшие платёж нужно дата , указанная графика , 23:59 московское время . ежемесячный платёж списывающийся карта , которая банк зачисливший средства . реквизиты счета посмотревшие приложение тинькофф : счёт дебетовая карта → « реквизиты » . ''","тинькофф|кредит под залог недвижимости|график платежей|**Актуальный график платежей доступен:** 
- В приложении Тинькофф
- В личном кабинете на сайте tinkoff.ru.

**Чтобы посмотреть дату следующего платежа по кредиту:**
- В приложении Тинькофф на главном экране: «Кредит наличными» → «Показать график платежей» в блоке с ближайшими платежами;
- В личном кабинете на tinkoff.ru: «Кредит наличными» на панели счетов → «График платежей»;
- Позвоните в банк по номеру 8 800 333‑33‑33 и скажите роботу: «Получить график платежей по кредиту».

**Списание регулярного платежа:**
Внести платеж нужно в дату, указанную в графике, вплоть до 23:59 по московскому времени.

Ежемесячный платеж списывается с карты, на которую банк зачислил средства. Реквизиты ее счета можно посмотреть в приложении Тинькофф: счет дебетовой карты → «Реквизиты».""|https://www.tinkoff.ru/bank/help/loans/nopledge/info/loan-payment/#:~:text=%D0%9A%D0%B0%D0%BA%20%D0%BF%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80%D0%B5%D1%82%D1%8C%20%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D0%BA%20%D0%BF%D0%BB%D0%B0%D1%82%D0%B5%D0%B6%D0%B5%D0%B9%20%D0%BF%D0%BE%C2%A0%D0%BA%D1%80%D0%B5%D0%B4%D0%B8%D1%82%D1%83%20%D0%BD%D0%B0%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%BC%D0%B8%3F"
1,1,2,"  условия :   - дата регулярное платёж переносившие частые одно раз год - услуга доступная , кредит просрочка внесённый хотя регулярный платёж . - смена дата платёж происходящий платёж - изменившие дата ближайшее платёж получившийся , поменявшийся последующие платежи .   перенёсшие дата платёж :   - приложение тинькофф : главный экран выбравшие « счёт кредит » → « детали кредит » → « изменившие дата платёж » . - чат личный кабинет tinkoff.ru - позвонившие телефон 8 800 555-09-11 .   посмотревшие изменения :   - приложение тинькофф : главный экран выбравшие « счёт кредит » → « показавшие график платежи » плашка ближайшие платежи .   пример :   Например , ближайший платёж — 15 сентябрь . 5 сентябрь перенёсшие дата платёж 20-е число , сентябрь платёж списавшийся по‑прежний 15-е число , начинаемые октябрь платежи бывшие списывающиеся 20-е число . дата платёж перенёсшие регулярное платёж — 16 сентябрь , — ближайший платёж , октябрь , списавшийся 15-е число , начинаемые ноябрь дата изменившийся . ''","тинькофф|кредит под залог недвижимости|перенос даты платежа|**Условия:**
- Дату регулярного платежа можно переносить не чаще одного раза в год
- Услуга доступна, если по кредиту не было просрочки и внесен хотя бы один регулярный платеж.
- Смена даты платежа происходит через один платеж - изменить дату ближайшего платежа не получится, но она поменяется у всех последующих платежей.

**Перенести дату платежа можно:** 
- В приложении Тинькофф: на главном экране выберите «Счет кредита» → «Детали кредита» → «Изменить дату платежа».
- В чате личного кабинета на tinkoff.ru 
- Позвонив по телефону 8 800 555-09-11.

**Посмотреть изменения:**
- В приложении Тинькофф: на главном экране выберите «Счет кредита» → «Показать график платежей» внизу плашки с ближайшими платежами.

**Пример:**
Например, ближайший платеж — 15 сентября. Если 5 сентября перенести дату платежа на 20-е число, в сентябре платеж спишется по‑прежнему 15-го числа, а уже начиная с октября и далее платежи будут списываться 20-го числа.

Если дату платежа перенести сразу после регулярного платежа — 16 сентября, — ближайший платеж, в октябре, спишется 15-го числа, а начиная с ноября дата изменится.""|https://www.tinkoff.ru/bank/help/loans/nopledge/get-cash-loan/main-points/?card=q5#:~:text=%D0%9A%D0%B0%D0%BA%20%D0%BF%D0%B5%D1%80%D0%B5%D0%BD%D0%B5%D1%81%D1%82%D0%B8%20%D0%B4%D0%B0%D1%82%D1%83%20%D1%80%D0%B5%D0%B3%D1%83%D0%BB%D1%8F%D1%80%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%BF%D0%BB%D0%B0%D1%82%D0%B5%D0%B6%D0%B0%3F,-%D0%9F%D0%B5%D1%80%D0%B5%D0%BD%D0%B5%D1%81%D1%82%D0%B8%20%D0%B4%D0%B0%D1%82%D1%83%20%D0%BF%D0%BB%D0%B0%D1%82%D0%B5%D0%B6%D0%B0"
1,1,2,"из‑з проценты , начинаемые начисляющиеся сумма оставшаяся задолженность активация кредит . ссылка клиент решивший погасившие кредит : банк пересчитавший проценты — момент активация кредит дата полное досрочное погашение . ранние погасившие кредит , маленькие проценты заплатившие . из‑з , какие‑тое проценты начисленные время пользование кредит , сумма полное погашение , изначальный размер кредит .","тинькофф|кредит под залог недвижимости|сумма полного погашения больше суммы кредита |Из‑за процентов, они начинают начисляться на всю сумму оставшейся задолженности сразу же после активации кредита.

ССЫЛКА

Если клиент решит погасить кредит полностью: банк пересчитает проценты — с момента активации кредита и до даты полного досрочного погашения. Чем раньше погасите кредит, тем меньше процентов заплатите.

Но из‑за того, что какие‑то проценты уже были начислены за время пользования кредитом, сумма полного погашения будет больше, чем изначальный размер кредита.|https://www.tinkoff.ru/bank/help/loans/realty/info/debt/"
1,1,2,"качество залоговая недвижимость кредит банк принимающий достроенные оформленные собственность квартира многоквартирные жилые дома , частные дом таунхаусы .   требования , предъявляемые жилое помещения новостройки :   1 . жилое помещение должное располагающиеся строящийся многоквартирный жилое дом , информация который раскрытая сайт наш.дом.рф . 2 . жилое помещение должное приобретающиеся застройщик договор участие долевой строительство . 3 . расчёты покупатель продавец договор участие долевой строительство должные осуществляющиеся путем размещение средства счета эскроу   общие требования недвижимость , исключение жилые помещения новостройки :   1 . недвижимость должная находящиеся территория рф , территории ЗАТО . 2 . недвижимость должная подключённая системы водоснабжение , электроснабжение , канализация , отопление . 3 . недвижимость должная находящиеся собственность совершеннолетние дееспособные лица . 4 . право собственность лица , передающие недвижимость залог , недвижимость ( число возникшее право собственность ) должное зарегистрированное росреестр . 5 . недвижимость должная свободная ограничения обременения , исключение обременение вид объект культурное наследие   требования , предъявляемые жилое помещения готовый жильё :   1 . жилое помещение должное являющиеся квартира многоквартирный жилое дом ( МЖД ) . 2 . МЖД должный располагающиеся земли населённые пункты . 3 . МЖД должный находящиеся аварийное состояние находящийся перечень аварийное жильё . 4 . МЖД должный построенный дерево ( материал стены определяющийся осмотр данные сайт reformagkh.ru ) 5 . отношение МЖД должная раскрытая информация путем публикация официальный сайт reformagkh.ru . 6 . квартира должная отвечающие критерии жилое помещение ( фз ) оборудованная туалет , ванной/душева кухня . требование наличие помещения вспомогательное использование распространяющийся квартира подведённые инженерные коммуникации черновая отделка .   требования частные дома таунхаусы :   - земельный участок относящийся категория земли населённые пункты земли сельскохозяйственное назначение . - земельный участок отмежёванный имеющий граница . - земельный участок располагающийся минимум жилая дом , который состоящий жилые комнаты , туалет , ванная душевая . - жилая дом достроенный введённый эксплуатация . - год постройка жилое дом — 2000 год . банк могущие установленные иные требования недвижимость","тинькофф|кредит под залог недвижимости|общие критерии для всех видов жилья в качестве залога |В качестве залоговой недвижимости для кредита банк принимает достроенные и оформленные в собственность квартиры в многоквартирных жилых домах, частные дома и таунхаусы.

**Требования, предъявляемые к жилым помещениям в новостройках:**
1. Жилое помещение должно располагаться в строящемся многоквартирном жилом доме, информация о котором раскрыта на сайте наш.дом.рф. 
2. Жилое помещение должно приобретаться у застройщика по договору участия в долевом строительстве. 
3. Расчеты между покупателем и продавцом по договору участия в долевом строительстве должны осуществляться путем размещения средств на счетах эскроу

**Общие требования к недвижимости, за исключением жилых помещений в новостройках:** 
1. Недвижимость должна находиться на территории РФ, кроме территорий ЗАТО. 
2. Недвижимость должна быть подключена к системам водоснабжения, электроснабжения, канализации, отопления. 
3. Недвижимость должна находиться в собственности совершеннолетних дееспособных лиц. 
4. Право собственности лиц, передающих недвижимость в залог, на недвижимость (в том числе ранее возникшее право собственности) должно быть зарегистрировано в Росреестре. 
5. Недвижимость должна быть свободна от ограничений и обременений, за исключением обременения в виде объекта культурного наследия 

**Требования, предъявляемые к жилым помещениям в готовом жилье:**
1. Жилое помещение должно являться квартирой в многоквартирном жилом доме (МЖД). 
2. МЖД должен располагаться на землях населенных пунктов. 
3. МЖД не должен находиться в аварийном состоянии не находится в перечне аварийного жилья.
4. МЖД не должен быть построен из дерева (Материал стен определяется при осмотре и по данным с сайта reformagkh.ru)
5. В отношении МЖД должна быть раскрыта информация путем публикации ее на официальном сайте reformagkh.ru. 
6. Квартира должна отвечать критериям жилого помещения(согласно ФЗ) и быть оборудована туалетом, ванной/душевой и кухней. Требование о наличии помещений вспомогательного использования не распространяется на квартиры с подведенными инженерными коммуникациями без черновой отделки.


**Требования для частных домов и таунхаусов:**
- Земельный участок относится к категории земель населенных пунктов или земель сельскохозяйственного назначения.
- Земельный участок отмежеван и имеет границы.
- На земельном участке располагается как минимум один жилой дом, который состоит из жилых комнат, туалета, ванной или душевой.
- Жилой дом достроен и введён в эксплуатацию.
- Год постройки жилого дома — не ранее 2000 года.

Банком могут быть установлены иные требования к недвижимости|https://www.tinkoff.ru/bank/help/loans/realty/get-loan-realty/requirements/#:~:text=%D0%9A%D0%B0%D0%BA%D0%B0%D1%8F%20%D0%BD%D0%B5%D0%B4%D0%B2%D0%B8%D0%B6%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%BF%D0%BE%D0%B4%D0%BE%D0%B9%D0%B4%D0%B5%D1%82%20%D0%B4%D0%BB%D1%8F%C2%A0%D0%B7%D0%B0%D0%BB%D0%BE%D0%B3%D0%B0%3F    https://acdn.tinkoff.ru/static/documents/doc-requirements-for-real-estate-to-cash-loan.pdf "
1,1,2,"  использовавшие залог :   - недвижимость , которая прописанный несовершеннолетний ( собственники ) - жильё , которое входящий программа реновация : пришедший очередь реновация дом , который находящийся такая квартира , собственники жильё подписавшие договор мена администрация город . росреестр обновивший данные залог . переподписывающие договор банк потребовавшийся .   использовавшие залог :     - комната коммуналка :   залог подходящие целые квартира жилые многоквартирные дома , частные дом таунхаусы   - квартира , которая находящийся соцнаём :   банк принявшие такая квартира качество залог , приватизированная принадлежащий клиент , государство   - апартаменты :   закон тип недвижимость считающийся коммерческие , собственник использующий жильё .   - квартира строящийся дом :   право собственность клиент недвижимое имущество должная подтверждающие соответствующая запись единый государственный реестр недвижимость   - недвижимость , которая купившие полученные кредитные средства :   момент оформление кредит тинькофф клиент должный собственник недвижимость   - ипотечная квартира :   оформившие займ залог квартира обременение   - доля квартира :   банк принимающий залог недвижимость . договорившиеся остальные владельцы , передавшие квартира залог . оформление сделка встреча заключение договор должные приехавшие собственники поставившие свои подписи документы . доверенность подошедший   - недвижимость , которая собственники несовершеннолетний     - недвижимость находящийся долевая собственность ( получение кредит выкуп оставшиеся доля ) :   оформление кредит собственники должные ставшие залогодатели присутствующие сделка . взявшие беззалоговый кредит тинькофф друг банк , выкупившие доля остальные собственники оформившие недвижимость .","тинькофф|кредит под залог недвижимости|другие типы жилья |**Можно использовать для залога:**
- Недвижимость, в которой прописан несовершеннолетний (не один из собственников)
- Жилье, которое входит в программу реновации: Когда придет очередь для реновации дома, в котором находится такая квартира, собственники жилья подпишут договор мены с администрацией города. После этого Росреестр автоматически обновит все данные о залоге. Переподписывать договор с банком не потребуется.


**Нельзя использовать для залога:**
**- Комната в коммуналке:** Для залога подходят только целые квартиры в жилых многоквартирных домах, частные дома и таунхаусы
**- Квартира, которая находится в соцнайме:** банк не может принять такую квартиру в качестве залога, так как она не приватизирована и принадлежит не клиенту, а государству
**- Апартаменты:** По закону этот тип недвижимости считается коммерческим, даже если собственник использует его для жилья.
**- Квартира в строящемся доме:** право собственности клиента на недвижимое имущество должна подтверждать соответствующая запись в Едином государственном реестре недвижимости
**- Недвижимость, которую купят на полученные кредитные средства:** На момент оформления кредита в Тинькофф клиент уже должен быть собственником недвижимости 
**- Ипотечная квартира:** Оформить займ под залог квартиры с обременением нельзя
**- Доля в квартире:** банк принимает в залог недвижимость целиком. Но можно договориться с остальными владельцами, чтобы передать квартиру в залог вместе. Для оформления такой сделки на встречу для заключения договора должны приехать все собственники лично и поставить свои подписи в документах. 
Доверенность не подойдет

**- Недвижимость, в которой один из собственников несовершеннолетний**
**- Недвижимость находится в долевой собственности (получение кредита на выкуп оставшихся долей):** При оформлении кредита все собственники должны стать залогодателями и лично присутствовать на сделке. Но можно взять беззалоговый кредит в Тинькофф или другом банке, выкупить доли остальных собственников и полностью оформить недвижимость на себя.|-"
1,1,2,"получение кредит переход право собственность происходящий . залоговая недвижимость накладывающийся обременение , которые согласие банк продавшие сдавшие аренда . залог снимающийся , клиент выплативший кредит .   наличие просрочка :   клиент остающийся собственник залоговая недвижимость , обращение взыскание возможно законные способы : суд служба судебные приставы соглашение залогодатель отдельный документ , который подписывающийся возникновение просрочка .   возникновение проблемы выплата кредит :   рекомендующийся ранние обращающиеся банк поиск решение . предложенные банк способы подошедшие клиент уплата регулярное платёж поступающие , банк вынужденный начавшие процедура принудительное взыскание долг .","тинькофф|кредит под залог недвижимости|право собственности на недвижимость |После получения кредита перехода права собственности не происходит. 
На залоговую недвижимость накладывается обременение, с которым без согласия банка ее нельзя продать или сдать в аренду. Залог снимается, как только клиент полностью выплатит кредит.

**При наличии просрочки:** клиент остается собственником залоговой недвижимости, а обращение взыскания возможно только законными способами: через суд и впоследствии службу судебных приставов либо по соглашению с залогодателем по отдельному документу, который подписывается после возникновения просрочки.

**Возникновение проблем с выплатой кредита:** рекомендуется как можно раньше обращаться в банк для поиска решения. Если предложенные банком способы не подойдут клиенту и уплата регулярного платежа не будет поступать, банк будет вынужден начать процедуру принудительного взыскания долга.|https://www.tinkoff.ru/bank/help/loans/realty/get-loan-realty/limitations/"
1,1,2,  сдавшие аренда квартира дом :   получение письменное согласие банк . : - написавшие чат приложение тинькофф - написавшие личный кабинет сайт tinkoff.ru - позвонившие телефон 8 800 555-09-11 .   продавшие заложенная недвижимость :   цель погашение кредит . банк рассматривающий такие случаи индивидуальный порядок — нужно : - написавшие чат служба поддержка - позвонившие банк телефон 8 800 555-09-11 . '',"тинькофф|кредит под залог недвижимости|сдача и продажа залоговой недвижимости |**Сдать в аренду квартиру или дом:** можно только после получения письменного согласия банка. 
Для этого:
- Напишите в чате приложения Тинькофф
- Напишите в личном кабинете на сайте tinkoff.ru 
- Позвоните по телефону 8 800 555-09-11.

**Продать заложенную недвижимость:** можно только с целью погашения кредита. 
Банк рассматривает такие случаи в индивидуальном порядке — для этого нужно: 
- Написать в чат службы поддержки 
- Позвонить в банк по телефону 8 800 555-09-11.""|https://www.tinkoff.ru/bank/help/loans/realty/get-loan-realty/limitations/"
1,1,2,"  регистрация возможная участие банк :   речь идущий близкие родственники .   регистрация возможная согласие банк :   это лицо , относящиеся члены семья собственник . получившие согласие : - написавшие чат приложение тинькофф личный кабинет сайт tinkoff.ru - позвонившие телефон 8 800 555-09-11 . ''","тинькофф|кредит под залог недвижимости|регистрация жильцов в залоговой недвижимости |**Регистрация возможна без участия банка:** если речь идет о близких родственниках.

**Регистрация возможна с согласия банка:** если это лица, не относящиеся к членам семьи собственника. 
Чтобы получить согласие:
- Напишите в чате приложения Тинькофф или в личном кабинете на сайте tinkoff.ru 
- Позвоните по телефону 8 800 555-09-11.""|https://www.tinkoff.ru/bank/help/loans/realty/get-loan-realty/limitations/"
1,1,2,сделавшие . подписанный договор залог регистрирующийся росреестр . вносящие изменения .,тинькофф|кредит под залог недвижимости|переоформление договор залога на другое имущество или залогодателя |Так сделать нельзя. Подписанный договор о залоге регистрируется в Росреестре. В него нельзя вносить изменения. |https://www.tinkoff.ru/bank/help/loans/realty/get-loan-realty/limitations/
1,1,2,", . перепланировка должная проводящиеся соответствие законодательство . потребовавшийся получившие письменное согласие банк . написавшие чат служба поддержка приложение тинькофф личный кабинет сайт tinkoff.ru . # узаконившие перепланировка # [ http : //journal.tinkoff.ru/pereplan/ ]","тинькофф|кредит под залог недвижимости|перепланировка в залоговой недвижимости до или после регистрации в росреестре |Да, можно. Но перепланировка должна проводиться в соответствии с законодательством. Также потребуется получить письменное согласие банка. Для этого напишите в чат службы поддержки в приложении Тинькофф или в личном кабинете на сайте tinkoff.ru. 

#Как узаконить перепланировку#[https://journal.tinkoff.ru/pereplan/]|https://www.tinkoff.ru/bank/help/loans/realty/get-loan-realty/limitations/"
1,1,2,"  кредит активированный :   подписание бумаги регистрация залог росреестр кредит отказавшиеся . : - написавшие чат служба поддержка приложение тинькофф личный кабинет сайт tinkoff.ru - позвонившие телефон 8 800 555-09-11 .   кредитные деньги поступившие счёт :   кредит считающийся активированный отказавшиеся . случай погасившие кредит .   росреестр зарегистрировавший залог , успевшие получившие часть кредитные деньги рамки частичная выдача средства :   кредит считающийся активированный , отказавшиеся смогшие .","тинькофф|кредит под залог недвижимости|отказ от кредита |**Пока кредит не активирован:** Даже после подписания бумаг и после регистрации залога в Росреестре от кредита можно отказаться. 

Для этого:
- напишите в чат службы поддержки в приложении Тинькофф или в личном кабинете на сайте tinkoff.ru
- позвоните по телефону 8 800 555-09-11. 


**Если кредитные деньги поступили на счет:** кредит считается активированным и отказаться от него уже нельзя. Но в этом случае можно сразу же погасить кредит досрочно.


**Если Росреестр еще не зарегистрировал залог, но вы успели получить часть кредитных денег в рамках частичной выдачи средств:** кредит тоже считается активированным, и отказаться от него вы уже не сможете.|https://www.tinkoff.ru/bank/help/loans/realty/get-loan-realty/application/#:~:text=%D0%9C%D0%BE%D0%B6%D0%BD%D0%BE%C2%A0%D0%BB%D0%B8%20%D0%BE%D1%82%D0%BA%D0%B0%D0%B7%D0%B0%D1%82%D1%8C%D1%81%D1%8F%20%D0%BE%D1%82%C2%A0%D0%BA%D1%80%D0%B5%D0%B4%D0%B8%D1%82%D0%B0%20%D0%BF%D0%BE%D1%81%D0%BB%D0%B5%20%D0%B5%D0%B3%D0%BE%20%D0%BE%D1%84%D0%BE%D1%80%D0%BC%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F%3F"
1,1,2,"сумма штраф рассчитывающийся размер 1/366 размер ключевая ставки банк россия проценты годовые , действующая дата заключение кредитный договор . размер ключевая ставки момент узнавшие сайт центральное банк россия . указанный штраф начисляющийся каждый календарный день просрочка сумма просроченный платёж , состоящий часть ссудная задолженность начисленные проценты пользование кредит . просроченная часть кредит проценты период нарушение обязательства начисляющиеся .","тинькофф|кредит под залог недвижимости|штрафы|Сумма штрафа рассчитывается в размере 1/366 от размера ключевой ставки Банка России в процентах годовых, действующей на дату заключения Кредитного договора. Размер ключевой ставки на тот момент можно узнать на сайте Центрального банка России.
Указанный штраф начисляется за каждый календарный день просрочки на сумму просроченного платежа, состоящего из части ссудной задолженности и начисленных процентов за пользование Кредитом. На просроченную часть Кредита проценты за период нарушения обязательств начисляются.|https://acdn.tinkoff.ru/static/documents/loans-cashloan-tariff-pledge-n.pdf"
